Your Input	WormBase Gene ID	Public Name	Species	Biotype	Sequence Name	Other Name	Expr_pattern Tissue	Genomic Study Tissue	Gene Ontology Association
WBGene00044565	WBGene00044565	F53B1.9	Caenorhabditis elegans	protein_coding_gene	F53B1.9	F53B1.a, F53B1.a, CELE_F53B1.9	N.A.	body wall muscle cell, neuron, NSM	N.A.
WBGene00044567	WBGene00044567	C46C11.4	Caenorhabditis elegans	protein_coding_gene	C46C11.4	CELE_C46C11.4	N.A.	ABalaaaala, ABalaapaaa, ABalaapppa, ABalapaaaa, ABalapaapa, ABalappapa, ABalapppaa, ABalpappaa, ABalppappa, ABalpppappp, ABalppppaa, ABalpppppa, ABalpppppp, ABaraapapp, ABaraapppp, ABarapapaa, ABarappppa, ABarppaapp, ABarpppapp, ABplaapapa, ABplapaaaa, ABplapappp, ABplapapppp, ABplapppapp, ABplpaappa, ABplpapapa, ABplppaapa, ABpraaaappp, ABpraaapaa, ABpraaappa, ABpraaappp, ABpraapapa, ABprapaaaa, ABprapappp, ABprapapppp, ABprapppapp, ABprpaappa, ABprpapapa, ABprppaapa, ADE, anterior distal tip cell, AQR, ASGL, ASGR, AWAL, AWAR, BAG, body wall muscle cell, Caapa, CEP, FLP, IL1 neuron, IL2 neuron, OLL, OLQ, PDE, PHA, pharyngeal neuron, PHB, PQR, PVR	"membrane"
WBGene00044568	WBGene00044568	ntc-1	Caenorhabditis elegans	protein_coding_gene	F39C12.4	nlp-75, CELE_F39C12.4	AFDL, AFDR, AIZL, AIZR, ASGL, ASGR, AVKL, AVKR, CP neuron, DD neuron, DVA, M5 neuron, NSML, NSMR, PDC, RICL, RICR, VC neuron, VD neuron, ventral nerve cord	AFD, AFDL, AFDR, AIZL, ASER, AUAL, AWC-ON, AWCL, BAG, BAGL, BAGR, DVA, germ line, neuron, PLM, RIBL, RIBR	"extracellular region", "neurohypophyseal hormone activity", "neuropeptide signaling pathway"
WBGene00044569	WBGene00044569	C25F6.8	Caenorhabditis elegans	protein_coding_gene	C25F6.8	CELE_C25F6.8	N.A.	BAGL	N.A.
WBGene00044570	WBGene00044570	T22B7.8	Caenorhabditis elegans	protein_coding_gene	T22B7.8	CELE_T22B7.8	N.A.	ASER, GLR, intestine, male-specific anatomical entity	"metal ion binding", "zinc ion binding"
WBGene00044571	WBGene00044571	C46F4.3	Caenorhabditis elegans	protein_coding_gene	C46F4.3	CELE_C46F4.3	N.A.	pharyngeal muscle cell, pm6, pm7, VD neuron, VD12	N.A.
WBGene00044573	WBGene00044573	C15B12.9	Caenorhabditis elegans	protein_coding_gene	C15B12.9	CELE_C15B12.9	N.A.	ABalaaaala, ABalaapaaa, neuron, sensory neuron	N.A.
WBGene00044574	WBGene00044574	F23G4.1	Caenorhabditis elegans	protein_coding_gene	F23G4.1	CELE_F23G4.1	N.A.	AINL, intestine	"membrane", "plasma membrane"
WBGene00044575	WBGene00044575	F38B6.8	Caenorhabditis elegans	protein_coding_gene	F38B6.8	CELE_F38B6.8	N.A.	CEM, HOB, IL2 neuron, neuron, ray neuron type B, sensory neuron	N.A.
WBGene00044577	WBGene00044577	F43E12.1	Caenorhabditis elegans	protein_coding_gene	F43E12.1	CELE_F43E12.1	N.A.	N.A.	N.A.
WBGene00044578	WBGene00044578	K01A12.4	Caenorhabditis elegans	protein_coding_gene	K01A12.4	CELE_K01A12.4	N.A.	ADEL, ADER, AFD, ASHL, ASHR, ASK, ASKL, ASKR, AWAL, AWAR, AWC-OFF, F cell, RIBL, RIBR, U cell	N.A.
WBGene00044579	WBGene00044579	C06E2.9	Caenorhabditis elegans	protein_coding_gene	C06E2.9	CELE_C06E2.9	N.A.	AWAL, male, SAB, SABD, SABVL, tail precursor cell, VA neuron, VA1, VA12, VA3	"neuropeptide signaling pathway"
WBGene00044580	WBGene00044580	C24A3.9	Caenorhabditis elegans	protein_coding_gene	C24A3.9	CELE_C24A3.9	N.A.	CP neuron, intestine	N.A.
WBGene00044581	WBGene00044581	Y81B9A.4	Caenorhabditis elegans	protein_coding_gene	Y81B9A.4	CELE_Y81B9A.4	N.A.	N.A.	N.A.
WBGene00044582	WBGene00044582	B0222.11	Caenorhabditis elegans	protein_coding_gene	B0222.11	CELE_B0222.11	N.A.	ADEshL, ADEshR, amphid sheath cell, AMshL, AMshR, ASEL, ASER, AWCL, neuron	N.A.
WBGene00044583	WBGene00044583	F07G6.9	Caenorhabditis elegans	pseudogene	F07G6.9	CELE_F07G6.9	N.A.	N.A.	N.A.
WBGene00044584	WBGene00044584	T03G11.9	Caenorhabditis elegans	protein_coding_gene	T03G11.9	CELE_T03G11.9	N.A.	AFD, anal depressor muscle, anal sphincter muscle, body wall muscle cell, GABAergic neuron, M.vrpaapaa, MCL, uterine muscle, vulval muscle	"membrane"
WBGene00044585	WBGene00044585	C40H5.8	Caenorhabditis elegans	pseudogene	C40H5.8	CELE_C40H5.8	N.A.	N.A.	N.A.
WBGene00044586	WBGene00044586	Y61A9LA.12	Caenorhabditis elegans	protein_coding_gene	Y61A9LA.12	Y61A9LA.h, Y61A9LA.h, CELE_Y61A9LA.12	N.A.	AIBL, AIBR, head mesodermal cell	N.A.
WBGene00044587	WBGene00044587	srz-105	Caenorhabditis elegans	protein_coding_gene	K03D3.12	CELE_K03D3.12	N.A.	ADLL, neuron	"membrane"
WBGene00044588	WBGene00044588	ZK1236.9	Caenorhabditis elegans	protein_coding_gene	ZK1236.9	CELE_ZK1236.9	N.A.	ABplppppap, ABprppppap, ADFL, ADFR, AFD, AVK, AWAL, AWAR, AWBL, AWBR, AWCL, intestine, neuron, oocyte, sensory neuron, uv1	N.A.
WBGene00044589	WBGene00044589	C29F5.8	Caenorhabditis elegans	protein_coding_gene	C29F5.8	CELE_C29F5.8	N.A.	dopaminergic neuron, hypodermis	N.A.
WBGene00044602	WBGene00044602	C31B8.16	Caenorhabditis elegans	protein_coding_gene	C31B8.16	CELE_C31B8.16	N.A.	neuron	"membrane"
WBGene00044603	WBGene00044603	acbp-7	Caenorhabditis elegans	protein_coding_gene	F26A1.15	CELE_F26A1.15	N.A.	AIAL, AIYL, AIYR, CANL, CANR, IL2DL, IL2DR, IL2L, IL2R, IL2VL, IL2VR, M5 neuron, MI neuron, neuron, PVS, RID, RIR, RMGL, RMHL, sensory neuron, URB, URXL	"fatty acid metabolic process", "fatty-acyl-CoA binding", "lipid binding"
WBGene00044604	WBGene00044604	T10F2.5	Caenorhabditis elegans	protein_coding_gene	T10F2.5	CELE_T10F2.5	N.A.	AFD, germ line, hypodermis, OLL, oocyte, PVD, Q cell	"cytoplasm", "endoplasmic reticulum to Golgi vesicle-mediated transport", "nucleus", "perinuclear region of cytoplasm", "TRAPP complex", "vesicle-mediated transport"
WBGene00044605	WBGene00044605	ttr-36	Caenorhabditis elegans	protein_coding_gene	F22A3.7	CELE_F22A3.7	N.A.	anal depressor muscle, body wall muscle cell, body wall musculature, Cappppv, Cpppppv, head muscle, intestine, MSapaaap, MSapapap, MSapappp, MSappapp, MSppaaap, MSppapap, MSppappp, MSpppapp, muscle cell, uterine muscle	"cell surface", "extracellular region"
WBGene00044606	WBGene00044606	T07G12.14	Caenorhabditis elegans	pseudogene	T07G12.14	CELE_T07G12.14	N.A.	N.A.	N.A.
WBGene00044607	WBGene00044607	spp-25	Caenorhabditis elegans	protein_coding_gene	K02A11.4	CELE_K02A11.4	N.A.	AVAL, AVBL, intestine, MC neuron, MCL, MCR, muscle cell, OLL, PVD, PVPL, PVPR, spermathecal-uterine junction, uv2, uv3	N.A.
WBGene00044608	WBGene00044608	glrx-22	Caenorhabditis elegans	protein_coding_gene	C07G1.8	CELE_C07G1.8	N.A.	anchor cell, ASER, germ line, germline precursor cell, head mesodermal cell, hypodermis, OLL, oocyte, PVD	"mitochondrion", "protein-disulfide reductase activity"
WBGene00044609	WBGene00044609	tbcc-1	Caenorhabditis elegans	protein_coding_gene	Y71H2AM.24	CELE_Y71H2AM.24	N.A.	anchor cell, AVE, germ line, intestine, neuron, OLL, oocyte, PVD, Q cell	"cytoplasm", "post-chaperonin tubulin folding pathway", "protein folding", "tubulin complex assembly"
WBGene00044610	WBGene00044610	D2092.10	Caenorhabditis elegans	protein_coding_gene	D2092.10	CELE_D2092.10	N.A.	neuron, rect_D, XXXL	N.A.
WBGene00044611	WBGene00044611	T27A3.8	Caenorhabditis elegans	protein_coding_gene	T27A3.8	CELE_T27A3.8	N.A.	anterior hypodermis, hyp2, hypodermis, intestine	"membrane"
WBGene00044612	WBGene00044612	Y57E12AR.1	Caenorhabditis elegans	protein_coding_gene	Y57E12AR.1	CELE_Y57E12AR.1	N.A.	ADEshL, ADEshR, AIAL, AIYL, AIYR, AMshL, AMshR, AMsoL, AMsoR, arcade cell, CEPsoDL, CEPsoDR, CEPsoVL, CEPsoVR, hyp3, IL1 neuron, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, IL2DL, IL2DR, IL2L, IL2R, IL2VL, IL2VR, ILshDL, ILshDR, ILshL, ILshR, ILshVL, ILshVR, ILsoDL, ILsoDR, ILsoL, ILsoR, ILsoVL, ILsoVR, neuron, OLLshL, OLLshR, OLQshDL, OLQshDR, OLQshVL, OLQshVR, pm8, posterior arcade cell	"serine-type endopeptidase inhibitor activity"
WBGene00044614	WBGene00044614	C36B1.14	Caenorhabditis elegans	protein_coding_gene	C36B1.14	CELE_C36B1.14	N.A.	ABalpppppa, ABalppppppa, ABplaapapa, ABplapaaaa, ABplapaaap, ABplapppaa, ABplpaaaaa, ABplpaappa, ABplppaaaap, ABplpppaaa, ABpraaappa, ABpraaapppa, ABpraapapa, ABprapaaaa, ABprapaaap, ABprapppaa, ABprpaaaaa, ABprpaappa, ABprppaaaap, ABprpppaaa, ADE, ADF, ADL, AFD, AQR, ASE, ASER, ASG, ASH, ASI, ASJ, ASK, AWA, AWB, AWC, BAG, body wall muscle cell, CEP, FLP, germ line, IL1 neuron, IL2 neuron, intestine, OLL, OLQ, oocyte, PDE, PHA, PHB, PQR, PVR, Q cell, somatic gonad precursor	"cytoplasm", "cytoplasmic microtubule organization", "dendrite", "microtubule binding", "mRNA processing", "RNA splicing", "spliceosomal complex"
WBGene00044615	WBGene00044615	nssp-19	Caenorhabditis elegans	protein_coding_gene	B0252.8	CELE_B0252.8	N.A.	AFD, AIA, AIAL, AIY, AS4, AS5, AS6, AS7, AS8, AVH, AVJL, AVJR, AVL, AWA, AWB, AWCL, AWCR, DA2, DA3, DA4, DA5, DD1, DD2, DD3, DD4, DD5, DD6, DVB, GABAergic neuron, neuron, OLL, PVC, PVCL, PVD, PVS, RIB, RMDL, RMDR, RMED, RMEL, RMER, RMEV, RMH, RMHL, SDQ, SDQL, sensory neuron, SMD, SMDDL, SMDDR, SMDVL, SMDVR, URB, VA3, VA4, VA5, VA6, VA7, VA8, VB4, VB5, VB6, VB7, VB8, VB9, VC neuron, VC1, VC2, VC3, VC4, VC5, VC6, VD neuron, VD1, VD10, VD11, VD12, VD13, VD2, VD3, VD4, VD5, VD6, VD7, VD8, VD9, ventral nerve cord	"neuropeptide signaling pathway"
WBGene00044616	WBGene00044616	M01A12.4	Caenorhabditis elegans	protein_coding_gene	M01A12.4	CELE_M01A12.4	N.A.	germ line	"protein dephosphorylation", "protein tyrosine phosphatase activity"
WBGene00044617	WBGene00044617	bus-1	Caenorhabditis elegans	protein_coding_gene	R03H4.6	CELE_R03H4.6	F cell, K cell, U cell	AIAL, AIAR, AINL, AIYL, AIYR, anal depressor muscle, anal sphincter muscle, AVFL, I4 neuron, I6 neuron, intestinal muscle, MI neuron, neuron, PVT, RID, RIS	"acyltransferase activity", "acyltransferase activity, transferring groups other than amino-acyl groups", "membrane", "morphogenesis of an epithelium", "polysaccharide biosynthetic process"
WBGene00044618	WBGene00044618	bus-2	Caenorhabditis elegans	protein_coding_gene	K08D12.5	CELE_K08D12.5	head muscle, intestine, seam cell, spermatheca	CANL, DD1, RIBL, seam cell	"glycosyltransferase activity", "Golgi apparatus", "Golgi membrane", "hexosyltransferase activity", "membrane", "protein glycosylation", "protein O-linked glycosylation", "transferase activity"
WBGene00044619	WBGene00044619	bus-3	Caenorhabditis elegans	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.
WBGene00044620	WBGene00044620	bus-4	Caenorhabditis elegans	protein_coding_gene	T22B11.2	CELE_T22B11.2	intestine, pharynx, seam cell	anterior hypodermis, excretory pore, hyp12, hyp5, hyp6, hyp8, hypodermis, neuron, NSM, seam cell, tail hypodermis, vulF	"glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity", "glycosyltransferase activity", "membrane", "nucleotide binding"
WBGene00044621	WBGene00044621	bus-5	Caenorhabditis elegans	protein_coding_gene	F53B1.4	CELE_F53B1.4	hyp7 syncytium, hypodermal cell, hypodermis, intestine, rectum, seam cell	anchor cell, anterior hypodermis, B cell, excretory pore, F cell, germline precursor cell, hyp12, hyp5, hyp6, hyp8, hypodermis, K cell, K' cell, seam cell, tail hypodermis, U cell, vulF, Y cell	N.A.
WBGene00044622	WBGene00044622	bus-6	Caenorhabditis elegans	N.A.	N.A.	N.A.	hypodermis, intestine	N.A.	N.A.
WBGene00044623	WBGene00044623	bus-8B	Caenorhabditis elegans	protein_coding_gene	T23F2.1	tag-249, nic-1, phi-42, CELE_T23F2.1	seam cell	CEPsoVL, DA neuron, DA1, excretory gland cell, I5 neuron, M.vrpaapap, mu_int_L, retrovesicular ganglion, SAB, seam cell, sensory neuron, VA neuron	"alpha-1,3-mannosyltransferase activity", "dolichol-linked oligosaccharide biosynthetic process", "endomembrane system", "endoplasmic reticulum membrane", "GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity", "GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity", "glycosyltransferase activity", "membrane", "protein glycosylation", "transferase activity"
WBGene00044624	WBGene00044624	bus-10	Caenorhabditis elegans	N.A.	N.A.	N.A.	excretory gland cell, intestine, pharynx, rectal epithelial cell, seam cell	N.A.	N.A.
WBGene00044627	WBGene00044627	bus-14	Caenorhabditis elegans	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.
WBGene00044628	WBGene00044628	bus-15	Caenorhabditis elegans	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.
WBGene00044629	WBGene00044629	bus-16	Caenorhabditis elegans	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.
WBGene00044630	WBGene00044630	bus-17	Caenorhabditis elegans	protein_coding_gene	ZK678.8	CELE_ZK678.8	N.A.	hypodermis, seam cell, tail precursor cell	"glycosyltransferase activity", "Golgi apparatus", "Golgi membrane", "hexosyltransferase activity", "membrane", "protein glycosylation", "protein O-linked glycosylation", "transferase activity"
WBGene00044631	WBGene00044631	bus-18	Caenorhabditis elegans	protein_coding_gene	F55A11.5	acl-10, CELE_F55A11.5	AIYL, AIYR, arcade cell, excretory gland cell, hyp7 syncytium, hypodermis, labial sensillum, phasmid sheath cell, phasmid socket cell, rectal epithelial cell, seam cell, spermatheca, vulva	ABarpaapap, ABarpaappa, ABarpaappp, ABarppaapa, ABarpppapa, ABplaapppa, ABplaapppp, ABplappppa, ABpraapppa, ABpraapppp, ABprappppa, ADEshL, ADEshR, AIAL, AIY, AIYL, AIYR, AMsoL, AMsoR, arc ant V, Caaaaa, Caaaap, Caaapa, Caaapp, Caappd, CEPsoDL, CEPsoDR, CEPsoVL, CEPsoVR, Cpaaaa, Cpaaap, Cpaapa, Cpaapp, Cpapaa, Cpapap, Cpappd, dorsal uterine cell, Excretory duct, excretory pore, G2, hyp1, hyp2, hyp4, hyp5, hyp6, ILsoDL, ILsoDR, ILsoL, ILsoR, ILsoVL, ILsoVR, PLM, Q cell, sensory neuron, somatic gonad precursor, tail hypodermis, ventral cord blast cell, W cell, Y cell	"acyltransferase activity", "endomembrane system", "endoplasmic reticulum membrane", "endoplasmic reticulum", "membrane", "morphogenesis of an epithelium", "phosphatidylinositol acyl-chain remodeling", "phosphatidylinositol metabolic process", "transferase activity"
WBGene00044632	WBGene00044632	Y73F8A.37	Caenorhabditis elegans	pseudogene	Y73F8A.37	CELE_Y73F8A.37	N.A.	N.A.	N.A.
WBGene00044633	WBGene00044633	F54H12.7	Caenorhabditis elegans	protein_coding_gene	F54H12.7	CELE_F54H12.7	N.A.	ABalapaaaa, ABalappapa, ABaraapapp, ABaraappaa, ABaraapppp, germ line, intestine, male, mc2DL, mc2DR, mc2V, VD12	"membrane"
WBGene00044634	WBGene00044634	C29E4.14	Caenorhabditis elegans	protein_coding_gene	C29E4.14	CELE_C29E4.14	N.A.	male	"calcium ion binding"
WBGene00044636	WBGene00044636	B0393.9	Caenorhabditis elegans	protein_coding_gene	B0393.9	CELE_B0393.9	N.A.	ccAL, ccAR, ccD, ccDL, ccDR, ccPL, ccPR, coelomocyte, germ line, gonadal sheath cell, head mesodermal cell, mu_int_L, pharyngeal epithelial cell, pharyngeal muscle cell, pm2, pm3, pm4, pm6, pm7, sensory neuron	N.A.
WBGene00044637	WBGene00044637	rft-1	Caenorhabditis elegans	protein_coding_gene	Y47D7A.16	CELE_Y47D7A.16	N.A.	AMshL, AMshR, AWCL, AWCR, intestine, M1 neuron, Z1, Z4	"embryo development ending in birth or egg hatching", "membrane", "plasma membrane", "riboflavin transmembrane transporter activity", "riboflavin transport"
WBGene00044638	WBGene00044638	F23A7.8	Caenorhabditis elegans	protein_coding_gene	F23A7.8	CELE_F23A7.8	N.A.	germ line, germline precursor cell, I4 neuron, NSM, PHB, Psub1, PVPL, PVPR, rect_D, rect_VL, rect_VR, somatic gonad precursor, sperm, ut4, VC4, VC5	N.A.
WBGene00044639	WBGene00044639	C24H12.12	Caenorhabditis elegans	pseudogene	C24H12.12	CELE_C24H12.12	N.A.	N.A.	N.A.
WBGene00044640	WBGene00044640	nssp-10	Caenorhabditis elegans	protein_coding_gene	B0432.14	CELE_B0432.14	N.A.	ADEL, AIM, AIML, AIMR, AS neuron, AS1, AVKL, DA neuron, DA9, head mesodermal cell, neuron, PDA, PVT, RIA, RIAL, sensory neuron, URADL, URADR, VA12, VC neuron, VC4	"neuropeptide signaling pathway"
WBGene00044641	WBGene00044641	T01D1.8	Caenorhabditis elegans	protein_coding_gene	T01D1.8	CELE_T01D1.8	N.A.	ABarpaapap, ABarpaappa, ABarpaappp, ABarppaapa, ABarpppapa, ABplaapppa, ABplaapppp, ABplappppa, ABpraapppa, ABpraapppp, ABprappppa, AFD, ASIL, ASJR, body wall musculature, Caaaaa, Caaaap, Caaapa, Caaapp, Caappd, Cpaaaa, Cpaaap, Cpaapa, Cpaapp, Cpapaa, Cpapap, Cpappd, G2, hyp4, hyp5, hyp6, hypodermis, ventral cord blast cell, W cell	N.A.
WBGene00044642	WBGene00044642	clec-69	Caenorhabditis elegans	pseudogene	F56D6.15	CELE_F56D6.15	N.A.	N.A.	N.A.
WBGene00044643	WBGene00044643	nssp-13	Caenorhabditis elegans	protein_coding_gene	H17B01.5	CELE_H17B01.5	N.A.	ALA, AQR, ASER, AWB, AWBL, AWC-OFF, AWC-ON, AWCL, AWCR, BDU, BDUL, dopaminergic neuron, DVC, I2L, IL1 neuron, IL1L, M2 neuron, m2L, MCL, MCR, neuron, OLLL, PQR, PVQ, PVQL, PVT, PVWL, RICL, RIH, RIP, RIPL, RIR, RIS, RMG, RMGL, SDQL, sensory neuron, URB, URX, URYDL, VB2	"neuropeptide signaling pathway"
WBGene00044644	WBGene00044644	B0205.13	Caenorhabditis elegans	protein_coding_gene	B0205.13	CELE_B0205.13	N.A.	ADF, ADL, AFD, AQR, CEP, CEPsoVL, coelomocyte, GLR, hypodermis, intestine, OLL, OLQ, PDE, PHB, PLM, PQR, PVD, PVP, Q cell, rect_D, rect_VL, rect_VR, rectal valve cell, RIPL, sensory neuron, URX, URXL, virL	N.A.
WBGene00044645	WBGene00044645	Y51H7BR.8	Caenorhabditis elegans	protein_coding_gene	Y51H7BR.8	CELE_Y51H7BR.8	N.A.	ADAL, arcade cell, ASKL, ASKR, neuron, OLL, OLLL, OLLR, PVDL, RIBL, RIBR, RMGL, SIBDL, URYDL	"membrane"
WBGene00044646	WBGene00044646	B0205.14	Caenorhabditis elegans	protein_coding_gene	B0205.14	CELE_B0205.14	N.A.	ADEL, ADL, AFD, AQR, body wall musculature, CEP, CEPDL, CEPsoVL, CEPVL, coelomocyte, dopaminergic neuron, dorsal uterine cell, germ line, GLR, NSM, OLQ, PDE, PDEL, pm8, PQR, rectal valve cell, RIPL, sensory neuron, URX, URXL, ventral nerve cord, virL	N.A.
WBGene00044648	WBGene00044648	R144.13	Caenorhabditis elegans	protein_coding_gene	R144.13	CELE_R144.13	N.A.	ABalpapaap, ABarappaap, germ line, NSM, Q cell	"cellular respiration", "mitochondrion", "ubiquinone binding"
WBGene00044649	WBGene00044649	C23H5.11	Caenorhabditis elegans	protein_coding_gene	C23H5.11	CELE_C23H5.11	N.A.	ABalapppaa, ALA, CAN, CANL, CANR, germ line, head mesodermal cell, RMED	"membrane"
WBGene00044650	WBGene00044650	Y71G10AR.4	Caenorhabditis elegans	protein_coding_gene	Y71G10AR.4	Y71G10AR.a, Y71G10AR.a, CELE_Y71G10AR.4	N.A.	ABplpppaapa, ABprpppaapa, AFD, AQR, AVK, BAG, CEPshDL, CEPshDR, CEPshVL, CEPshVR, dopaminergic neuron, germ line, hypodermis, OLL, PVD, PVP, PVPL, sensory neuron	"membrane", "symporter activity", "transmembrane transport"
WBGene00044651	WBGene00044651	egrh-3	Caenorhabditis elegans	protein_coding_gene	Y94H6A.11	CELE_Y94H6A.11	N.A.	ABplpaaaap, ABplpaapap, ABprpaaaap, ABprpaapap, anchor cell, FLPL, FLPR, germ line, oocyte	"DNA-binding transcription factor activity, RNA polymerase II-specific", "regulation of transcription by RNA polymerase II", "RNA polymerase II cis-regulatory region sequence-specific DNA binding", "zinc ion binding"
WBGene00044652	WBGene00044652	apo-5	Caenorhabditis elegans	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.
WBGene00044653	WBGene00044653	T13F3.9	Caenorhabditis elegans	pseudogene	T13F3.9	CELE_T13F3.9	N.A.	N.A.	N.A.
WBGene00044654	WBGene00044654	fbxa-85	Caenorhabditis elegans	protein_coding_gene	Y61B8A.4	CELE_Y61B8A.4	N.A.	DD1, intestine, pharyngeal-intestinal valve, rectal valve cell, virL	N.A.
WBGene00044655	WBGene00044655	fbxa-194	Caenorhabditis elegans	protein_coding_gene	M162.11	CELE_M162.11	N.A.	germ line	N.A.
WBGene00044657	WBGene00044657	K10G4.11	Caenorhabditis elegans	pseudogene	K10G4.11	CELE_K10G4.11	N.A.	N.A.	N.A.
WBGene00044658	WBGene00044658	C01G10.17	Caenorhabditis elegans	protein_coding_gene	C01G10.17	CELE_C01G10.17	N.A.	arcade cell, e2, male-specific anatomical entity, mc2, mc2DL, neuron, pharyngeal epithelial cell, pharyngeal muscle cell, pharyngeal-intestinal valve cell, pm2, pm3, pm4, pm7	N.A.
WBGene00044659	WBGene00044659	fbxa-142	Caenorhabditis elegans	protein_coding_gene	F44G3.12	CELE_F44G3.12	N.A.	AVA	N.A.
WBGene00044660	WBGene00044660	fbxa-87	Caenorhabditis elegans	pseudogene	F44G3.13	CELE_F44G3.13	N.A.	germ line, rectal valve cell, virL	N.A.
WBGene00044661	WBGene00044661	fbxa-143	Caenorhabditis elegans	protein_coding_gene	F44G3.14	CELE_F44G3.14	N.A.	arcade cell, DVA, gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, uv3, Z1, Z1.p, Z4, Z4.a	N.A.
WBGene00044662	WBGene00044662	F26G1.9	Caenorhabditis elegans	protein_coding_gene	F26G1.9	CELE_F26G1.9	N.A.	anchor cell, germline precursor cell, hypodermis, PLM, tail hypodermis	N.A.
WBGene00044663	WBGene00044663	F26G1.10	Caenorhabditis elegans	protein_coding_gene	F26G1.10	CELE_F26G1.10	N.A.	head mesodermal cell, intestinal muscle, intestine, PLM, rectal muscle	N.A.
WBGene00044664	WBGene00044664	F59A6.11	Caenorhabditis elegans	protein_coding_gene	F59A6.11	CELE_F59A6.11	N.A.	N.A.	N.A.
WBGene00044665	WBGene00044665	F59A6.12	Caenorhabditis elegans	protein_coding_gene	F59A6.12	CELE_F59A6.12	N.A.	germ line, spermathecal-uterine junction, ut1, ut2, ut3, uv2	N.A.
WBGene00044666	WBGene00044666	F33G12.7	Caenorhabditis elegans	protein_coding_gene	F33G12.7	CELE_F33G12.7	N.A.	ABarppaapp, ABarpppapp, AFD, ASER, germ line, M1 neuron	"membrane"
WBGene00044667	WBGene00044667	ZK622.5	Caenorhabditis elegans	protein_coding_gene	ZK622.5	CELE_ZK622.5	N.A.	arcade cell, AS neuron, AS1, AS10, AS11, AS9, AVA, AVAL, AVBL, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB neuron, DB1, DB2, DB3, DB4, DB5, DB6, DB7, DVA, male gonadal cell, neuron, PDA, PDB, RMDDL, RMDDR, RMDVL, RMDVR, SABD, SABVL, sensory neuron, SMDDL, SMDDR, SMDVL, SMDVR, VA neuron, VA1, VA10, VA11, VA12, VA2, VA3, VA4, VA5, VA6, VA7, VA8, VA9, VB1, VB10, VB11, VB2, VB3, VB4, VB5, VB6, VB7, VB8, VB9, VD neuron, ventral nerve cord	N.A.
WBGene00044668	WBGene00044668	C18A3.11	Caenorhabditis elegans	protein_coding_gene	C18A3.11	CELE_C18A3.11	N.A.	N.A.	N.A.
WBGene00044670	WBGene00044670	rac-3	Caenorhabditis elegans	pseudogene	K03D3.13	CELE_K03D3.13	N.A.	N.A.	N.A.
WBGene00044672	WBGene00044672	fbxa-4	Caenorhabditis elegans	protein_coding_gene	F42G2.8	CELE_F42G2.8	N.A.	arc ant V, AVJL, intestine, RIM, RIML	N.A.
WBGene00044673	WBGene00044673	C07D10.6	Caenorhabditis elegans	protein_coding_gene	C07D10.6	CELE_C07D10.6	N.A.	AVA, neuron	N.A.
WBGene00044674	WBGene00044674	B0280.17	Caenorhabditis elegans	protein_coding_gene	B0280.17	CELE_B0280.17	N.A.	germ line, hyp4, hyp5, hyp6, male, sperm	"mRNA binding", "nucleic acid binding", "nucleus", "regulation of mRNA splicing, via spliceosome", "RNA binding"
WBGene00044675	WBGene00044675	fbxa-76	Caenorhabditis elegans	protein_coding_gene	Y119D3B.22	CELE_Y119D3B.22	N.A.	AIYL, AIYR, intestine, OLL, PVD, Z1, Z4	N.A.
WBGene00044676	WBGene00044676	fbxa-42	Caenorhabditis elegans	protein_coding_gene	Y54F10BL.1	CELE_Y54F10BL.1	N.A.	AVE, AVJL, Caaaaa, Caaaap, Caaapa, Caaapp, Caappd, Cpaaaa, Cpaaap, Cpaapa, Cpaapp, Cpapaa, Cpapap, Cpappd, gonadal sheath cell, RIM, RIML, RIMR	N.A.
WBGene00044677	WBGene00044677	ZK353.10	Caenorhabditis elegans	protein_coding_gene	ZK353.10	CELE_ZK353.10	N.A.	AFD, ALM, ALML, ALMR, ALN, ALNL, arcade cell, AS neuron, AS1, AS11, ASER, AUAL, AUAR, AVFL, AVJL, AVK, AVL, AVM, BAG, BDU, BDUL, BDUR, DA neuron, DA1, DA6, DA7, DA8, DA9, dopaminergic neuron, head mesodermal cell, I1L, I1R, M2 neuron, m2L, MCL, neuron, NSM, OLL, PDB, pharyngeal-intestinal valve cell, PHCL, PLM, PLML, PLMR, PLN, PLNL, PVD, PVM, PVT, RIH, RIM, RIML, RIVL, SAADL, SAAVL, SABD, SABVL, sensory neuron, SIADL, SIADR, SIAVL, SIAVR, SMBDL, URB, URX, uv1, VA neuron, VA1, VA11, VA12, VA3, VB1, VC4, VC5	"cell division", "membrane"
